20032
0001,1,15/08/31,08:44,00,12:31,00,13:27,04,19:09,00,003:47,005:42,            
0001,1,15/09/01,08:53,00,13:11,00,14:02,04,18:54,00,004:18,004:52,            
0001,1,15/09/03,08:43,00,12:50,00,13:43,04,18:58,00,004:07,005:15,            
0001,1,15/09/04,08:47,00,13:02,00,13:57,04,18:49,00,004:15,004:52,            
0001,1,15/09/05,08:47,00,14:28,00,     ,  ,     ,  ,005:41,      ,            
0001,1,15/09/07,08:19,00,12:33,00,13:16,04,19:20,00,004:14,006:04,            
0001,1,15/09/08,08:25,00,12:31,00,13:14,04,19:44,00,004:06,006:30,            
0001,1,15/09/10,16:39,00,19:39,00,     ,  ,     ,  ,003:00,      ,            
0001,1,15/09/11,08:13,00,12:46,00,13:31,04,19:29,00,004:33,005:58,            
0001,1,15/09/12,08:24,00,14:04,00,     ,  ,     ,  ,005:40,      ,            
0001,1,15/09/14,08:09,00,12:36,00,13:16,04,19:14,00,004:27,005:58,            
0001,1,15/09/15,08:12,00,13:23,00,14:12,04,19:01,00,005:11,004:49,            
0002,1,15/08/31,08:51,00,12:31,00,13:27,04,19:09,00,003:40,005:42,            
0002,1,15/09/01,08:47,00,13:11,00,14:03,04,18:53,00,004:24,004:50,            
0002,1,15/09/03,08:44,00,12:50,00,13:44,04,18:58,00,004:06,005:14,            
0002,1,15/09/04,08:47,00,13:02,00,13:58,04,18:49,00,004:15,004:51,            
0002,1,15/09/05,08:42,00,14:28,00,     ,  ,     ,  ,005:46,      ,            
0002,1,15/09/07,08:34,00,13:19,00,14:14,04,19:19,00,004:45,005:05,            
0002,1,15/09/08,08:30,00,13:16,00,14:05,04,19:44,00,004:46,005:39,            
0002,1,15/09/10,08:14,00,12:41,00,13:35,04,19:39,00,004:27,006:04,            
0002,1,15/09/11,08:23,00,13:34,00,14:21,04,19:28,00,005:11,005:07,            
0002,1,15/09/12,08:23,00,14:04,00,     ,  ,     ,  ,005:41,      ,            
0002,1,15/09/14,08:33,00,13:16,00,14:13,04,19:14,00,004:43,005:01,            
0002,1,15/09/15,08:37,00,12:29,00,13:23,04,19:23,00,003:52,006:00,            
0003,1,15/08/31,09:33,00,     ,  ,     ,  ,     ,  ,      ,      ,            
0003,1,15/09/01,09:53,00,18:57,00,     ,  ,     ,  ,009:04,      ,            
0003,1,15/09/03,09:17,00,     ,  ,     ,  ,     ,  ,      ,      ,            
0003,1,15/09/07,08:21,00,19:21,00,     ,  ,     ,  ,011:00,      ,            
0003,1,15/09/08,08:55,00,19:46,00,     ,  ,     ,  ,010:51,      ,            
0003,1,15/09/10,19:30,00,     ,  ,     ,  ,     ,  ,      ,      ,            
0003,1,15/09/14,09:00,00,19:21,00,     ,  ,     ,  ,010:21,      ,            
0003,1,15/09/15,08:59,00,19:23,00,     ,  ,     ,  ,010:24,      ,            
0004,1,15/08/31,08:50,00,12:31,00,19:09,04,     ,  ,003:41,      ,            
0004,1,15/09/01,08:51,00,13:11,00,14:05,04,18:54,00,004:20,004:49,            
0004,1,15/09/03,09:01,00,12:51,00,13:44,04,13:48,00,003:50,000:04,            
0004,1,15/09/04,08:51,00,13:03,00,14:03,04,18:49,00,004:12,004:46,            
0004,1,15/09/05,08:50,00,14:30,00,     ,  ,     ,  ,005:40,      ,            
0004,1,15/09/07,08:17,00,13:39,00,14:21,04,19:23,00,005:22,005:02,            
0004,1,15/09/08,08:57,00,13:29,00,14:27,04,19:45,00,004:32,005:18,            
0004,1,15/09/10,08:20,00,12:47,00,13:35,04,19:38,00,004:27,006:03,            
0004,1,15/09/11,08:54,00,14:11,00,14:44,04,19:35,00,005:17,004:51,            
0004,1,15/09/12,08:52,00,14:04,00,     ,  ,     ,  ,005:12,      ,            
0004,1,15/09/14,08:20,00,12:54,00,13:36,04,19:17,00,004:34,005:41,            
0004,1,15/09/15,08:53,00,13:27,00,14:28,04,19:25,00,004:34,004:57,            
0005,1,15/09/07,08:48,00,13:21,00,14:22,04,19:20,00,004:33,004:58,            
0005,1,15/09/08,08:27,00,13:01,00,14:00,04,19:44,00,004:34,005:44,            
0005,1,15/09/10,08:50,00,13:01,00,13:55,04,19:32,00,004:11,005:37,            
0005,1,15/09/11,09:00,00,13:07,00,14:03,04,19:28,00,004:07,005:25,            
0005,1,15/09/12,08:25,00,13:44,00,     ,  ,     ,  ,005:19,      ,            
0005,1,15/09/14,08:52,00,12:55,00,13:52,04,19:21,00,004:03,005:29,            
0005,1,15/09/15,08:53,00,12:45,00,13:48,04,19:24,00,003:52,005:36,            
0007,1,15/09/07,08:53,00,12:33,00,19:23,04,     ,  ,003:40,      ,            
0007,1,15/09/08,08:26,00,12:33,00,13:26,04,19:44,00,004:07,006:18,            
0007,1,15/09/10,08:53,00,13:38,00,19:38,04,     ,  ,004:45,      ,            
0007,1,15/09/11,08:23,00,12:46,00,13:43,04,18:58,00,004:23,005:15,            
0007,1,15/09/12,08:23,00,13:21,00,     ,  ,     ,  ,004:58,      ,            
0007,1,15/09/14,08:53,00,13:38,00,14:35,04,19:17,00,004:45,004:42,            
0007,1,15/09/15,08:23,00,12:30,00,13:26,04,19:02,00,004:07,005:36,            
0008,1,15/09/17,08:39,00,13:24,00,14:08,04,18:52,00,004:45,004:44,            
0008,1,15/09/18,08:29,00,12:57,00,13:47,04,19:01,00,004:28,005:14,            
0008,1,15/09/19,08:20,00,13:27,00,     ,  ,     ,  ,005:07,      ,            
0008,1,15/09/24,08:18,00,13:32,00,14:17,04,19:36,00,005:14,005:19,            
0008,1,15/09/25,08:06,00,12:22,00,13:15,04,19:15,00,004:16,006:00,            
0008,1,15/09/26,08:23,00,14:32,00,     ,  ,     ,  ,006:09,      ,            
0008,1,15/09/28,08:07,00,12:30,00,13:17,04,18:58,00,004:23,005:41,            
0008,1,15/09/29,08:33,00,12:46,00,19:17,04,     ,  ,004:13,      ,            
0008,1,15/10/01,09:10,00,13:39,00,14:22,04,18:48,00,004:29,004:26,            
0008,1,15/10/02,08:04,00,12:28,00,13:21,04,18:39,00,004:24,005:18,            
0008,1,15/10/03,09:09,00,13:28,00,     ,  ,     ,  ,004:19,      ,            
0008,1,15/10/05,07:58,00,12:30,00,13:21,04,19:03,00,004:32,005:42,            
0008,1,15/10/06,08:41,00,13:10,00,13:52,04,19:26,00,004:29,005:34,            
0008,1,15/10/08,09:25,00,13:25,00,14:15,04,19:17,00,004:00,005:02,            
0008,1,15/10/09,08:02,00,12:16,00,13:08,04,18:40,00,004:14,005:32,            
0008,1,15/10/10,08:52,00,13:35,00,     ,  ,     ,  ,004:43,      ,            
0008,1,15/10/13,08:18,00,13:13,00,13:56,04,18:56,00,004:55,005:00,            
0008,1,15/10/15,09:11,00,13:41,00,14:20,04,18:55,00,004:30,004:35,            
0009,1,15/09/17,08:14,00,12:42,00,13:23,04,18:52,00,004:28,005:29,            
0009,1,15/09/18,08:09,00,12:28,00,13:25,04,19:01,00,004:19,005:36,            
0009,1,15/09/19,08:23,00,13:27,00,     ,  ,     ,  ,005:04,      ,            
0009,1,15/09/24,08:05,00,13:03,00,13:57,04,19:36,00,004:58,005:39,            
0009,1,15/09/25,08:21,00,13:29,00,14:18,04,19:15,00,005:08,004:57,            
0009,1,15/09/26,08:25,00,14:32,00,     ,  ,     ,  ,006:07,      ,            
0009,1,15/09/28,08:23,00,13:23,00,14:25,04,19:02,00,005:00,004:37,            
0009,1,15/09/29,08:09,00,12:17,00,13:16,04,19:17,00,004:08,006:01,            
0009,1,15/10/01,08:17,00,12:38,00,13:33,04,18:38,00,004:21,005:05,            
0009,1,15/10/02,09:24,00,13:25,00,14:17,04,18:39,00,004:01,004:22,            
0009,1,15/10/03,08:27,00,13:27,00,     ,  ,     ,  ,005:00,      ,            
0009,1,15/10/05,08:38,00,13:16,00,14:12,04,19:03,00,004:38,004:51,            
0009,1,15/10/08,08:26,00,12:30,00,13:21,04,18:53,00,004:04,005:32,            
0009,1,15/10/09,09:32,00,13:09,00,14:04,04,18:41,00,003:37,004:37,            
0009,1,15/10/10,08:13,00,13:35,00,     ,  ,     ,  ,005:22,      ,            
0009,1,15/10/15,08:13,00,12:20,00,13:15,04,18:50,00,004:07,005:35,            
0010,1,15/09/17,08:53,00,12:56,00,13:48,04,19:01,00,004:03,005:13,            
0010,1,15/09/18,08:54,00,13:27,00,14:27,04,19:01,00,004:33,004:34,            
0010,1,15/09/19,08:23,00,13:27,00,     ,  ,     ,  ,005:04,      ,            
0010,1,15/09/24,08:55,00,13:01,00,13:55,04,19:36,00,004:06,005:41,            
0010,1,15/09/25,08:53,00,12:45,00,13:43,04,19:16,00,003:52,005:33,            
0010,1,15/09/26,08:26,00,13:20,00,     ,  ,     ,  ,004:54,      ,            
0010,1,15/09/28,08:53,00,12:45,00,13:48,04,19:03,00,003:52,005:15,            
0010,1,15/09/29,08:56,00,13:16,00,14:18,04,19:16,00,004:20,004:58,            
0010,1,15/10/01,08:44,00,12:57,00,13:56,04,18:38,00,004:13,004:42,            
0010,1,15/10/02,08:57,00,12:44,00,13:43,04,18:39,00,003:47,004:56,            
0010,1,15/10/03,08:12,00,13:20,00,     ,  ,     ,  ,005:08,      ,            
0010,1,15/10/05,09:35,00,13:29,00,14:31,04,18:33,00,003:54,004:02,            
0010,1,15/10/06,08:20,00,12:20,00,13:18,04,18:52,00,004:00,005:34,            
0010,1,15/10/08,08:52,00,12:48,00,13:41,04,19:15,00,003:56,005:34,            
0010,1,15/10/09,08:53,00,12:34,00,13:30,04,18:47,00,003:41,005:17,            
0010,1,15/10/10,08:56,00,13:28,00,     ,  ,     ,  ,004:32,      ,            
0010,1,15/10/13,08:19,00,12:24,00,13:22,04,18:54,00,004:05,005:32,            
0010,1,15/10/15,08:51,00,12:46,00,13:50,04,18:55,00,003:55,005:05,            
0011,1,15/09/17,18:58,00,     ,  ,     ,  ,     ,  ,      ,      ,            
0011,1,15/09/24,16:41,00,19:50,00,     ,  ,     ,  ,003:09,      ,            
0011,1,15/09/28,09:00,00,13:54,00,     ,  ,     ,  ,004:54,      ,            
0011,1,15/09/29,08:58,00,12:37,00,     ,  ,     ,  ,003:39,      ,            
0011,1,15/10/06,08:59,00,19:31,00,     ,  ,     ,  ,010:32,      ,            
0011,1,15/10/08,09:39,00,18:52,00,     ,  ,     ,  ,009:13,      ,            
0011,1,15/10/13,08:59,00,18:59,00,     ,  ,     ,  ,010:00,      ,            
0011,1,15/10/15,09:11,00,13:45,00,     ,  ,     ,  ,004:34,      ,            
0012,1,15/09/17,08:20,00,12:50,00,13:47,04,19:09,00,004:30,005:22,            
0012,1,15/09/18,08:55,00,13:28,00,14:29,04,19:06,00,004:33,004:37,            
0012,1,15/09/19,08:55,00,13:29,00,     ,  ,     ,  ,004:34,      ,            
0012,1,15/09/24,08:08,00,13:08,00,13:56,04,19:50,00,005:00,005:54,            
0012,1,15/09/25,08:57,00,13:16,00,14:15,04,19:23,00,004:19,005:08,            
0012,1,15/09/26,08:51,00,14:39,00,     ,  ,     ,  ,005:48,      ,            
0012,1,15/09/28,08:16,00,12:31,00,13:27,04,18:53,00,004:15,005:26,            
0012,1,15/09/29,08:54,00,13:11,00,14:07,04,19:18,00,004:17,005:11,            
0012,1,15/10/01,08:17,00,12:39,00,13:39,04,18:48,00,004:22,005:09,            
0012,1,15/10/02,09:35,00,13:35,00,14:35,04,18:49,00,004:00,004:14,            
0012,1,15/10/03,09:35,00,13:29,00,     ,  ,     ,  ,003:54,      ,            
0012,1,15/10/05,08:20,00,12:30,00,13:22,04,18:41,00,004:10,005:19,            
0012,1,15/10/06,08:25,00,12:18,00,13:18,04,18:51,00,003:53,005:33,            
0012,1,15/10/08,08:27,00,12:23,00,13:18,04,18:57,00,003:56,005:39,            
0012,1,15/10/09,09:32,00,13:12,00,14:13,04,18:56,00,003:40,004:43,            
0012,1,15/10/10,09:01,00,13:40,00,     ,  ,     ,  ,004:39,      ,            
0012,1,15/10/13,09:26,00,13:26,00,14:15,04,19:00,00,004:00,004:45,            
0012,1,15/10/15,08:20,00,12:20,00,13:03,04,19:11,00,004:00,006:08,            
0013,1,15/09/17,08:54,00,13:48,00,14:45,04,19:09,00,004:54,004:24,            
0013,1,15/09/18,08:25,00,12:28,00,13:27,04,19:06,00,004:03,005:39,            
0013,1,15/09/19,08:24,00,13:29,00,     ,  ,     ,  ,005:05,      ,            
0013,1,15/09/24,08:55,00,13:59,00,14:58,04,19:50,00,005:04,004:52,            
0013,1,15/09/25,08:26,00,12:16,00,13:15,04,19:00,00,003:50,005:45,            
0013,1,15/09/26,08:26,00,13:05,00,     ,  ,     ,  ,004:39,      ,            
0013,1,15/09/28,08:56,00,13:28,00,14:26,04,19:50,00,004:32,005:24,            
0013,1,15/09/29,08:24,00,12:08,00,13:06,04,18:34,00,003:44,005:28,            
0013,1,15/10/01,09:38,00,13:42,00,14:40,04,18:48,00,004:04,004:08,            
0013,1,15/10/02,08:24,00,12:34,00,13:31,04,18:49,00,004:10,005:18,            
0013,1,15/10/03,08:25,00,13:19,00,     ,  ,     ,  ,004:54,      ,            
0013,1,15/10/05,09:41,00,13:24,00,14:23,04,19:20,00,003:43,004:57,            
0013,1,15/10/06,09:36,00,13:21,00,14:18,04,19:37,00,003:45,005:19,            
0013,1,15/10/08,09:39,00,13:25,00,14:23,04,19:28,00,003:46,005:05,            
0013,1,15/10/09,08:27,00,12:11,00,13:10,04,18:41,00,003:44,005:31,            
0013,1,15/10/10,08:23,00,13:12,00,     ,  ,     ,  ,004:49,      ,            
0013,1,15/10/13,08:27,00,12:23,00,13:22,04,18:41,00,003:56,005:19,            
